Region	Address	EndAddress	Length	Type	Description	Details
ram	$7E1076	$7E1077	2 bytes	Boss	Hookbill: graphics scaling value (X axis) Bowser: damage counter, fight ends at $0007	
ram	$7E1078	$7E1079	2 bytes	Boss	Hookbill: graphics scaling value (Y axis)	
ram	$7E1082	$7E1083	2 bytes	Boss	Naval Piranha: health, starts with #$0003, dies on #$0000	
ram	$7E10DA	$7E10DB	2 bytes	Player Physics	Debug flag for free Yoshi movement	
ram	$7E1109		1 byte	Coordinate	World Map: Cursor X-position	
ram	$7E110A		1 byte	Coordinate	World Map: Cursor Y-position	
ram	$7E110C		1 byte	Coordinate	World Map: Cursor next X-position to be reached	
ram	$7E110D		1 byte	Coordinate	World Map: Cursor next Y-position to be reached	
ram	$7E1112		1 byte	Level Number	World Map: current level/option slot. Sets the level index ($7E021A) if you select one.	
ram	$7E1117		1 byte	Map	World Map: Current World selected * 2. Sets the world number ($7E0218).	
ram	$7E1125	$7E1126	2 bytes	Map	Current Yoshi formation in world map. Values follow world number ($7E0218) format.	
ram	$7E112E	$7E112F	2 bytes	Map	World Map: Current Yoshi selected (which one Baby Mario is mounted), changes when you move between normal levels, not special, bonus, nor options.	
ram	$7E11B6	$7E11B7	2 bytes	Timer	Beginning story cutscene: Number of frames left (counts down) to display current text before fading out	
ram	$7E11B8	$7E11B9	2 bytes	Misc.	Beginning story cutscene state: $01 = load next text (into fade in) $02 = fade in text $03 = display text (normal) $04 = load next text (into scroll) $05 = scroll down to next text part $06 = fade out text	
ram	$7E11BA	$7E11BB	2 bytes	Misc.	Beginning story cutscene: Current text (index by 2's into $0FCD56 )	
ram	$7E11BC	$7E11BD	2 bytes	Misc.	Beginning story cutscene: BG4 tilemap VRAM destination (for DMA of text)	
ram	$7E11BE	$7E13FD	576 bytes	Layer 4 Tilemap	Beginning story cutscene: All possible BG4 tilemap data (text), split into 64-byte chunks which are loaded into VRAM as new text comes in	
ram	$7E13FE		1 byte	Misc.	Beginning story cutscene: Current Y scroll destination (index by 2's into $0FCE90 )	
ram	$7E1404		1 byte	Misc.	Beginning story cutscene: Frame timing for current scene/text shown (index into cutscene timer table $0FCEDB )	
ram	$7E1405	$7E1406	2 bytes	Timer	Frame timer (counts down) for beginning story cutscene and rotating island; upon 0, it will fade into the other one (endlessly switching until you load file select menu)	
ram	$7E1409	$7E19D8	1488 bytes	Empty	Unused RAM, cleared (with $00) via DMA during reset as well as before and after Nintendo logo NOTE: There's a bug in level loading of Burts Boss room (only room?) where it will do an unintentional read of $7E15A5 (word sized) and use it as a tile. But it's never written to.	
ram	$7E1E00	$7E213F	832 bytes	Empty	Unused RAM, cleared (with $00) via DMA during reset as well as before and after Nintendo logo	
ram	$7E2340	$7E3FFF	7360 bytes	Empty	Unused RAM, cleared (with $00) via DMA during reset as well as before and after Nintendo logo	
ram	$7E4000	$7E4001	2 bytes	Misc. Tilemap	Bytes until next free entry in tilemap DMA queue	
ram	$7E4002	$7E47FF	2046 bytes	Misc. Tilemap	Reserved area for VRAM tilemap DMA queue, processed every frame, split into variable-sized entries, let e = one entry: e[0:1]: xvvv vvvv vvvv vvvv x = End of queue marker v = VRAM destination/source address e[2:3]: vidt tttt tttt tttt t = transfer size - 1 (can also act as entry size) v = column transfer (32 byte increase if set, otherwise 1) i = Does a fixed transfer if set (init data) d = Direction, does a read of VRAM if set (otherwise write) if d == 1 (Read Tilemap): Read from VRAM address and write to destination e[4:6]: Long Destination address to write to if d == 0 and i == 0 (Write Tilemap): Write to VRAM address using data from entry e[4:t]: Data to DMA, size same as t if d == 0 and i == 1 (Init Tilemap): Write to VRAM address floodfill using data from entry e[4:5]: Word data to repeat t times (Queue size doesn't go beyond 182 bytes in vanilla game so roughly 1864 bytes of this are "free")	
ram	$7E4800	$7E4801	2 bytes	Pointer	Address of last entry in general-purpose DMA queue	
ram	$7E4802	$7E503F	2110 bytes	Misc.	Reserved area for general-purpose DMA queue, split into 12-byte entries, let e = one entry: e[0:1]: VRAM destination address e[2]: video port control e[3]: DMA control e[4]: DMA destination register e[5:7]: long source address e[8:9]: DMA size e[A:B]: address of next entry in queue (Doesn't go beyond $4999 in vanilla gameplay, so roughly 1700 bytes of this are "free")	
ram	$7E5040	$7E51E3	420 bytes	Misc.	HDMA Table for BG3 Vertical scroll (register $2112), OR when OPT is enabled, writes to BG2 Horizontal scroll (register $210F) instead: 1 word entries from top of actual screen to bottom (minus black bars), representing each scanline	
ram	$7E51E4	$7E5387	420 bytes	Misc.	HDMA Table for BG3 Horizontal scroll (register $2111), OR when OPT is enabled, writes to BG2 Vertical scroll (register $2110) instead: 1 word entries from top of actual screen to bottom (minus black bars), representing each scanline	
ram	$7E56D0	$7E5A17	840 bytes	Misc.	HDMA Table for Window 1 & 2 ($2126-$2129) 4 bytes per entry, from top of actual screen to bottom (minus black bars), representing each scanline: Byte 1: Window 1 Left Position Byte 2: Window 1 Right Position Byte 3: Window 2 Left Position Byte 4: Window 2 Right Position	
ram	$7E5A18	$7E5A97	128 bytes	Misc.	HDMA Indirect Table 0, native SNES HDMA Indirect format, 3-byte entries: Byte: rccccccc r = repeat, c = scanline count Word: Source pointer	
ram	$7E5A98	$7E5B17	128 bytes	Misc.	HDMA Indirect Table 1 ( format )	
ram	$7E5B18	$7E5B97	128 bytes	Misc.	HDMA Indirect Table 2 ( format )	
ram	$7E5B98	$7E5C17	128 bytes	Misc.	HDMA Indirect Table 3 ( format ) Default for Channel 4 (BG3 V-scroll (BG2 for OPT))	
ram	$7E5C18	$7E5C97	128 bytes	Misc.	HDMA Indirect Table 4 ( format ) Commonly used for Channel 3 (BG3 H-scroll (BG2 for OPT))	
ram	$7E5C98	$7E5D17	128 bytes	Misc.	HDMA Indirect Table 5 ( format ) Commonly used for Channel 2 (green & red channel of background gradient)	
ram	$7E5D18	$7E5D97	128 bytes	Misc.	HDMA Indirect Table 6 ( format ) Commonly used for Channel 1 (blue channel of background gradient)	
ram	$7E5D98	$7E5D99	2 bytes	Misc.	Number of bytes Yoshi's in-between level egg inventory items take up (# of items * 2)	
ram	$7E5D9A	$7E5DA5	12 bytes	Misc.	Egg inventory items stored in between levels (not current eggs), 6 words, each one is a sprite ID	
ram	$7E5DA6	$7E65A5	2048 bytes	Misc.	Cross sections: Full copy of cross section BG3 tile graphics, set only once upon loading cross section levels and then every frame stored to $706800 Chomp Shark: BG3 tilemap animations	
ram	$7E65A6	$7E6DA5	2048 bytes	Layer 1 Tilemap	BG1 left tilemap mirror used for cross section graphical masking effect (free RAM if not using cross section BG3 header $0A)	
ram	$7E6DA6	$7E71A5	1024 bytes	Layer 1 Tilemap	BG1 right tilemap mirror used for cross section graphical masking effect (free RAM if not using cross section BG3 header $0A)	
ram	$7E71A6	$7E75A5	1024 bytes	Layer 1 Tilemap	Overlap between $7E6DA6 and $7E75A6 , both tilemaps are actually 2048 bytes and this acts as either one depending on when (free RAM if not using cross section BG3 header $0A)	
ram	$7E75A6	$7E79A5	1024 bytes	Layer 3 Tilemap	BG3 tilemap mirror (VRAM $3400) used for cross sections (free RAM if not using cross section BG3 header $0A)	
ram	$7EB8E2	$7EBFFF	1822 bytes	Empty	Unused RAM, cleared (with $00) via DMA during reset as well as before and after Nintendo logo	
ram	$7EC000	$7EFFFF	16384 bytes	ASM	Copy of $00C000-$00FFFF (Code is never executed with the data bank as $00 for this range; it's always $7E)	
ram	$7F0000	$7F56DD	22238 bytes	Empty	Unused RAM, cleared (with $00) via DMA during reset as well as before and after Nintendo logo	
ram	$7F56DE	$7F5893	438 bytes	Object Palette	Blue channel of background gradient ($2132 COLDATA) Covers entire sublevel (NOT just screen) from top to bottom, one byte per entry, representing every eighth X pixel row in sublevel	
ram	$7F5894	$7F5BFF	876 bytes	Object Palette	Green & Red channel of background gradient ($2132 COLDATA) Covers entire sublevel (NOT just screen) from top to bottom, two bytes per entry, representing every eighth X pixel row in sublevel: Byte 1: Green Channel Byte 2: Red channel	
ram	$7F7E00	$7F7FFF	512 bytes	Level Data	All screen exit data for current level, in screen region order ($00-$7F), 4 bytes per exit: LLLLLLLL XXXXXXXX YYYYYYYY EEEEEEEE L = Destination Level (between 00 and DD) X = Destination X-Coordinate Y = Destination Y-Coordinate E = Destination Entrance Type (this follows the same format as $7000AC , Yoshi state)	
ram	$7F8000	$7FFFFF	32768 bytes	Layer 1 Tilemap	Table that holds all foreground MAP16 tile data for the entire sublevel currently loaded. Split up by screen ID's then further into row-major tile #. Data is word-sized MAP16 indices .	
sram	$700000	$70006F	112 bytes	Super FX	Scratch RAM, used like "registers" for various operations on the Super FX, also used as additional parameters to Super FX routines	
sram	$700070		1 byte	Controller	Controller Data 1 (for gamemode 0F): AXLR---- A = A; X = X; L = L; R = R	
sram	$700071		1 byte	Controller	Controller Data 2 (for gamemode 0F): byetUDLR b = B; y = Y; e = Select; t = Start; U = up; D = down; L = left, R = right	
sram	$700072		1 byte	Controller	Controller Data 1, on press/first frame (for gamemode 0F): AXLR---- A = A; X = X; L = L; R = R	
sram	$700073		1 byte	Controller	Controller Data 2, on press/first frame (for gamemode 0F): byetUDLR b = B; y = Y; e = select; t = Start; U = up; D = down; L = left, R = right	
sram	$700076	$700077	2 bytes	Sound Effect	Mirror of $7E0051 (register $2141) for GSU player control routine, used for transformations	
sram	$70007A	$70007B	2 bytes	Sound Effect	Super FX sound ID, returned by GSU to push into sound queue (play a sound effect)	
sram	$700082		1 byte	Controller	Controller settings ($00 = patient; $02 = hasty)	
sram	$70008A	$70008B	2 bytes	Misc.	Yoshi's X subpixel position (high byte is spillage)	
sram	$70008C	$70008D	2 bytes	Misc.	Yoshi's X position	
sram	$70008E	$70008F	2 bytes	Misc.	Yoshi's Y subpixel position (high byte is spillage)	
sram	$700090	$700091	2 bytes	Misc.	Yoshi's Y position	
sram	$700092	$700093	2 bytes	Misc.	Pointer to next free slot in OAM buffer	
sram	$700094	$700095	2 bytes	Misc.	Layer 1 Camera X	
sram	$700096	$700097	2 bytes	Misc.	Layer 2 Camera X	
sram	$700098	$700099	2 bytes	Misc.	Layer 3 Camera X	
sram	$70009A	$70009B	2 bytes	Misc.	Layer 4 Camera X	
sram	$70009C	$70009D	2 bytes	Misc.	Layer 1 Camera Y	
sram	$70009E	$70009F	2 bytes	Misc.	Layer 2 Camera Y	
sram	$7000A0	$7000A1	2 bytes	Misc.	Layer 3 Camera Y	
sram	$7000A2	$7000A3	2 bytes	Misc.	Layer 4 Camera Y	
sram	$7000A4	$7000A5	2 bytes	Misc.	X position of the leftmost tiles on the screen	
sram	$7000A6	$7000A7	2 bytes	Misc.	Y position of the uppermost tiles on the screen	
sram	$7000A8	$7000A9	2 bytes	Misc.	Previous frame Yoshi's X velocity	
sram	$7000AA	$7000AB	2 bytes	Misc.	Yoshi's Y velocity	
sram	$7000AC	$7000AD	2 bytes	Misc.	Yoshi state: $0000: Regular (player control) $0002: Cutscenes; screen transition (pipe going right) $0003: In screen transition (pipe going left) $0004: In screen transition (pipe going down); in prologue cutscene (Baby Mario mounted) $0005: In screen transition (pipe going up) $0006: Entering/exiting pipe; in transition (pipe going right) $0007: In screen transition (pipe going left) $0008: In screen transition $0009: In screen transition $000A: Entering door $000E: Dying from spike $0010: Transforming $0012: Smashed by falling wall (sprite $036) $0014: Activating goal $0016: During level intro $0018: Being thrown toward baby mario at end of transformation $001A: Dying in pit / inside piranha plant / receiving boss key / shrinking during Prince Froggy $001C: During prologue cutscene $001E: Pushed away in Raphael Cutscene $0020: Entering Raphael Boss room (moon) $0022: Entering keyhole during boss key cutscene $0028: Dying from lava $002A: Being ejected vertically (after transition)	
sram	$7000AE	$7000AF	2 bytes	Misc.	Yoshi form: $0000: Yoshi $0002: Car Yoshi $0004: Mole Yoshi $0006: Helicopter Yoshi $0008: Train Yoshi $000A: Mushroom Yoshi (Beta) $000C: Sub Yoshi $000E: Ski Yoshi $0010: Super Baby Mario $0012: Plane Yoshi (Beta)	
sram	$7000B0	$7000B1	2 bytes	Misc.	Yoshi's X position relative to camera	
sram	$7000B2	$7000B3	2 bytes	Misc.	Yoshi's Y position relative to camera	
sram	$7000B4	$7000B5	2 bytes	Misc.	Yoshi's X velocity	
sram	$7000B6	$7000B7	2 bytes	Misc.	Angle of ground Yoshi is on	
sram	$7000B8	$7000B9	2 bytes	Misc.	Angle of terrain slope that Yoshi's top is colliding with	
sram	$7000BA	$7000BB	2 bytes	Misc.	Angle of terrain slope that Yoshi's middle part is colliding with	
sram	$7000BC	$7000BD	2 bytes	Misc.	Angle of terrain slope that Yoshi's bottom part is colliding with	
sram	$7000BE	$7000BF	2 bytes	Misc.	Yoshi's current animation frame	
sram	$7000C0	$7000C1	2 bytes	Player Physics	Yoshi's jump state: $0006: Jumping $0007: Peak of jump $0008: Falling	
sram	$7000C2	$7000C3	2 bytes	Player Physics	Yoshi's ducking state: $0000: not ducking $0001-$0004: mid-duck / mid-duck release $0005: fully ducked	
sram	$7000C4	$7000C5	2 bytes	Misc.	Yoshi facing direction ($0000: right, $0002: left)	
sram	$7000C6	$7000C7	2 bytes	Player Physics	Yoshi swimming state: $0000: not swimming $0001: landing in water, no player control $0002: feet up briefly after landing $0003: swimming	
sram	$7000CC		1 byte	Misc.	Direction player last accelerated from input: $00: not moving $01: right $02: left	
sram	$7000CE	$7000CF	2 bytes	Flag	$004C: Player is holding Up while on ground, $0000 not	
sram	$7000D2		1 byte	Misc.	Yoshi fluttering state: $00: After a flutter, midair $01: Not in a flutter chain: resets to this upon hitting ground or ceiling $02: Begin flutter $04, $06, $08: Mid-flutter states	
sram	$7000D3		1 byte	Flag	$80: extended fluttering, $00 not	
sram	$7000D4	$7000D5	2 bytes	Misc.	Ground pound state: $0001~$0006: init states $0007: falling $0008~$000B: hitting the ground $000C: fully on ground, other actions enabled	
sram	$7000D6	$7000D7	2 bytes	Misc.	Frame counter for holding Down button in air to ground pound. When it reaches $0007, ground pound will initiate. Set to $FFFF when pressing down on ground	
sram	$7000DA	$7000DB	2 bytes	Player Physics	Yoshi's stair state/counter, counts down/up in between steps on stairs (only high byte is used): $0800 to $0100 for left-facing stairs $F800 to $FF00 for right-facing stairs	
sram	$7000DC	$7000DD	2 bytes	Misc.	Frame counter for pushing yourself against a wall / a pushable sprite. The pushing animation starts at $10, and it loops at $23. NOTE: For pushable sprites, the entire range is +1 so starts at $01, $11 is animation, stops at $24.	
sram	$7000DE	$7000DF	2 bytes	Misc.	Egg throwing state (decrements over time): $0007~$000A: init $0006: cursor out, ready to throw $0001~$0005: has been thrown $0000: not throwing	
sram	$7000E0	$7000E1	2 bytes	Misc.	Egg cursor distance from Yoshi: Byte 1: Subpixels Byte 2: Pixels	
sram	$7000E4	$7000E5	2 bytes	Misc.	Egg cursor X position When spitting an enemy this is used together with player speed to set enemy X-speed	
sram	$7000E6	$7000E7	2 bytes	Misc.	Egg cursor Y position When spitting an enemy this is used subtracted with constant $0200 to set enemy y-speed	
sram	$7000E8	$7000E9	2 bytes	Misc.	Frame counter for holding the Down button to cancel egg throw (up to $0007 then it cancels)	
sram	$7000EA	$7000EB	2 bytes	Flag	$FFFF = Egg cursor locked with L/R, $0000 = not locked	
sram	$7000EC	$7000ED	2 bytes	Flag	Egg aiming flag: $FFFF: Have eggs, can aim $0000: No eggs, can't aim $0002: In water, can't aim	
sram	$7000EE	$7000EF	2 bytes	Misc.	Egg cursor angle, ranges from $0000 = lowest, to $2E00 = highest	
sram	$7000F0	$7000F1	2 bytes	Misc.	Angular velocity of egg cursor (fixed point)	
sram	$7000F2	$7000F3	2 bytes	Misc.	How much Yoshi is stumbling during fuzzied state, starts at $00 and increments or decrements by $02 until threshold point, then begins stumbling: $001A: stumble forward threshold $FFE6: stumble backward threshold	
sram	$7000F4	$7000F5	2 bytes	Misc.	Direction Yoshi is currently leaning during fuzzied state, relative to Yoshi's current facing: $0002: forward $FFFE: backwards	
sram	$7000F6	$7000F7	2 bytes	Misc.	Yoshi idle animation state: $0000: Stepping in place $0002: Blinking $0004: Scratching nose $0006: Turning around	
sram	$7000F8	$7000F9	2 bytes	Misc.	Running animation state: alternates between $0000 and $0002 while running pre/post-run: $0000 - $0012, increments by $02	
sram	$7000FA	$7000FB	2 bytes	Misc.	Current ground type Yoshi is on: $0000: Ground $0001: Water $0002: ???? $0003: Ice $0004: Snow $0005: Mud	
sram	$7000FC	$7000FD	2 bytes	Misc.	Player collision with MAP16 terrain, format: 0000000L lRrTtBMb L = left, head l = left, body R = right, head r = right, body T = top, left half t = top, right half B = bottom, left third M = bottom, middle third b = bottom, right third	
sram	$7000FE	$7000FF	2 bytes	Misc.	Player collision with water, same format as $7000FC	
sram	$700100	$700101	2 bytes	Misc.	Player collision with cross section tiles, same format as $7000FC	
sram	$700102	$700103	2 bytes	Flag	$0001 when on a Spiky Stake ($0000 means not)	
sram	$700104	$700105	2 bytes	Misc.	Current door exit type: $0000: Regular door / boss door $0100: Sewer pipe hole (like in 4-E) $FFFF: Bandit mini-game door	
sram	$700106		1 byte	Misc.	Pipe entrance/exit transition type: $02 = Going right $04 = Going left $06 = Going down $08 = Going up	
sram	$700107		1 byte	Misc.	Pipe entrance/exit transition type: $00 = Vertical, going in pipe $40 = Vertical, coming out of pipe $80 = Horizontal, going in pipe $C0 = Horizontal, coming out of pipe	
sram	$700108	$700109	2 bytes	Misc.	Distance Yoshi has travelled so far in vertical/horizontal pipe entrance transition, in pixels & subpixels ($ppss), fade & exit begins at $1F00 for both (NOTE: for horizontal it's basically a constant $0080 increase)	
